0.02010468,-0.03448439,0.04728178
0.02010468,-0.03448439,0.04728178
0.01841096,-0.03241229,0.04400339
0.01841096,-0.03241229,0.04400339
0.01673922,-0.03021288,0.04101329
0.01673922,-0.03021288,0.04101329
0.01296682,-0.02401304,0.03336909
0.01296682,-0.02401304,0.03336909
0.04393658,-0.05354404,0.09957892
0.04393658,-0.05354404,0.09957892
0.04091843,-0.04656959,0.09671821
0.04091843,-0.04656959,0.09671821
0.03862944,-0.04093742,0.09375004
0.03591134,-0.0335207,0.08954608
0.03283313,-0.0242126,0.08423201
0.03283313,-0.0242126,0.08423201
0.02916445,-0.01311946,0.07820362
0.02916445,-0.01311946,0.07820362
0.03272346,-0.01926422,0.09692405
0.02493407,0.005777121,0.08779701
0.02148307,0.01897407,0.08341061
0.02148307,0.01897407,0.08341061
0.01875889,0.03243279,0.07854441
0.01875889,0.03243279,0.07854441
0.01652532,0.04536319,0.07434706
0.01652532,0.04536319,0.07434706
0.01929403,0.05954933,0.09169487
0.01929403,0.05954933,0.09169487
0.01687546,0.06820893,0.09142231
0.0138857,0.07474399,0.09144955
0.01085052,0.07842684,0.0916973
0.01085052,0.07842684,0.0916973
0.003277379,0.07364392,0.09382696
0.003277379,0.07364392,0.09382696
0.01143659,0.04762959,0.1194965
0.006759568,0.03265667,0.1226612
0.001736612,0.0122323,0.1264561
0.001736612,0.0122323,0.1264561
-0.002319159,-0.01375103,0.1312426
-0.002319159,-0.01375103,0.1312426
-0.004632988,-0.04560018,0.1374262
-0.004632988,-0.04560018,0.1374262
0.008021703,-0.1238792,0.1519629
0.01138717,-0.1679478,0.1560156
0.01842454,-0.2149591,0.1595574
0.01842454,-0.2149591,0.1595574
0.02915413,-0.2634993,0.162296
0.02915413,-0.2634993,0.162296
0.05887181,-0.3377118,0.1833059
0.08098313,-0.3859119,0.1825002
0.1092097,-0.428772,0.1788705
0.1417118,-0.4634962,0.1722288
0.177623,-0.4863687,0.1623751
0.177623,-0.4863687,0.1623751
0.2155341,-0.4943638,0.1497544
0.2155341,-0.4943638,0.1497544
0.2528779,-0.4872012,0.1349806
0.2528779,-0.4872012,0.1349806
0.3295495,-0.4501586,0.119879
0.3295495,-0.4501586,0.119879
0.3776371,-0.3828163,0.08426816
0.3776371,-0.3828163,0.08426816
0.3939969,-0.3502541,0.06546167
0.4075539,-0.3228507,0.04842029
0.4075539,-0.3228507,0.04842029
0.4282508,-0.3046131,0.05531165
0.4353758,-0.2915366,0.04683685
0.4353758,-0.2915366,0.04683685
0.4378487,-0.2857778,0.04327314
0.4364682,-0.2876897,0.04555136
0.4347186,-0.294153,0.07159495
0.4272088,-0.3101964,0.08548985
0.4272088,-0.3101964,0.08548985
0.4157421,-0.3324871,0.1037854
0.399992,-0.3599219,0.1254359
0.399992,-0.3599219,0.1254359
0.3768535,-0.3909588,0.1523672
0.3480711,-0.4222765,0.177278
0.3118217,-0.4504342,0.2011243
0.3118217,-0.4504342,0.2011243
0.3118217,-0.4504342,0.2011243
0.2227556,-0.4864378,0.2428073
0.2227556,-0.4864378,0.2428073
0.1756603,-0.4877219,0.258552
0.1323812,-0.4736667,0.2703548
0.09148735,-0.4470763,0.2777476
0.05714373,-0.4115629,0.283245
0.05714373,-0.4115629,0.283245
0.02916118,-0.371675,0.2889265
-0.001038354,-0.3161664,0.2566667
-0.01856291,-0.2687545,0.25779
-0.03368786,-0.2220078,0.257127
-0.04545775,-0.1775599,0.2550209
-0.04545775,-0.1775599,0.2550209
-0.05281398,-0.1373875,0.2526356
-0.05281398,-0.1373875,0.2526356
-0.05892072,-0.1029809,0.2502562
-0.06476123,-0.0693965,0.2333129
-0.06476123,-0.0693965,0.2333129
-0.06708308,-0.04688501,0.23243
-0.06806377,-0.02961135,0.2321462
-0.06877822,-0.01706481,0.2326041
-0.06842511,-0.008230686,0.2336205
-0.06842511,-0.008230686,0.2336205
-0.06800878,-0.001829624,0.234255
-0.06460339,0.012779,0.207904
-0.06460339,0.012779,0.207904
-0.06268782,0.01826954,0.209723
-0.06141441,0.01947236,0.2119064
-0.06013408,0.02002335,0.2143898
-0.05943776,0.02019835,0.2169213
-0.05943776,0.02019835,0.2169213
-0.06472477,0.01994419,0.2155308
-0.06446441,0.0190537,0.2193937
-0.06446441,0.0190537,0.2193937
-0.0641751,0.01771259,0.224049
-0.06415787,0.01650977,0.2287382
-0.06370901,0.01574254,0.2332575
-0.06370901,0.01574254,0.2332575
-0.0634221,0.01472354,0.2382089
-0.04177162,0.01550126,0.2408527
-0.04177162,0.01550126,0.2408527
-0.03561695,0.01406527,0.2507345
-0.03561695,0.01406527,0.2507345
-0.03276199,0.01326609,0.2557167
-0.03276199,0.01326609,0.2557167
-0.0316127,0.01231241,0.2605318
-0.03095846,0.01135182,0.2649079
-0.03095846,0.01135182,0.2649079
-0.02954292,0.01057482,0.268909
-0.02845606,0.009847641,0.272902
-0.03924932,0.01827025,0.2567717
-0.03943488,0.01795053,0.2597645
-0.03943488,0.01795053,0.2597645
-0.039043,0.01789117,0.261569
-0.03910099,0.01883936,0.261898
-0.03761766,0.01972604,0.261681
-0.03761766,0.01972604,0.261681
-0.03528072,0.02023196,0.2618234
-0.03594265,0.02079654,0.2620921
-0.03852347,0.02090669,0.2624615
-0.04359739,0.04946327,0.2100612
-0.04359739,0.04946327,0.2100612
-0.04359739,0.04946327,0.2100612
-0.04549381,0.04957891,0.209729
-0.04655901,0.04987597,0.2094899
-0.04654245,0.04988956,0.2102133
-0.04654245,0.04988956,0.2102133
-0.04727339,0.04964805,0.2120866
-0.04727339,0.04964805,0.2120866
-0.02395324,0.02869391,0.2113791
-0.0241658,0.0276885,0.2143149
