0.002845521,-0.0009956956,0.00129232
0.001233049,-0.001171857,0.002127362
-0.0001805065,-0.001119241,0.002552485
-0.001638681,-0.001084372,0.00323285
-0.001638681,-0.001084372,0.00323285
0.0006137898,-0.002009824,0.006148785
0.0006137898,-0.002009824,0.006148785
-0.0001112871,-0.001720116,0.007973228
-0.000690833,-0.000654161,0.009350513
0.01356453,-0.004972637,0.02265714
0.01356453,-0.004972637,0.02265714
0.01317168,-0.001786605,0.02307099
0.01317168,-0.001786605,0.02307099
0.01294856,0.00265184,0.02326814
0.01315085,0.008395433,0.02315937
0.01328454,0.0155628,0.02247144
0.01328454,0.0155628,0.02247144
0.02071959,0.02440365,0.02626139
0.02071959,0.02440365,0.02626139
0.02640997,0.04595686,0.0229314
0.02640997,0.04595686,0.0229314
0.02967738,0.06921771,0.017928
0.02967738,0.06921771,0.017928
0.04344272,0.08039334,0.004760782
0.04721442,0.09198207,0.001354805
0.05124164,0.1033169,-0.002591721
0.05124164,0.1033169,-0.002591721
0.055829,0.113783,-0.007326749
0.05948225,0.1201881,-0.01420615
0.06313457,0.1262889,-0.01669578
0.06313457,0.1262889,-0.01669578
0.06658255,0.1293667,-0.01802234
0.07117748,0.1179505,-0.0207575
0.0724333,0.1124039,-0.01982071
0.0724333,0.1124039,-0.01982071
0.07189927,0.1017067,-0.01721052
0.07189927,0.1017067,-0.01721052
0.06275807,0.05596194,-0.01003313
0.06275807,0.05596194,-0.01003313
0.05942694,0.02709375,-0.001849986
0.05942694,0.02709375,-0.001849986
0.04445408,-0.04975657,0.02269727
0.04445408,-0.04975657,0.02269727
0.03643285,-0.09319732,0.03394761
0.03643285,-0.09319732,0.03394761
0.02582125,-0.1403036,0.04576319
0.003234835,-0.2043182,0.06022343
0.003234835,-0.2043182,0.06022343
-0.005799347,-0.2507043,0.06284133
-0.03125963,-0.3406908,0.0761158
-0.03125963,-0.3406908,0.0761158
-0.03624097,-0.3745923,0.07008573
-0.03775465,-0.3926254,0.06566174
-0.04066722,-0.4065858,0.06025971
-0.04066722,-0.4065858,0.06025971
-0.04317086,-0.4129244,0.05569349
-0.04317086,-0.4129244,0.05569349
-0.04185598,-0.4026154,0.05479233
-0.04308158,-0.4018852,0.05249939
-0.04350749,-0.3997743,0.05232844
-0.04266393,-0.3960247,0.05358738
-0.04148072,-0.375097,0.07227998
-0.04148072,-0.375097,0.07227998
-0.03988564,-0.3664197,0.07543997
-0.03988564,-0.3664197,0.07543997
-0.03830237,-0.3546774,0.07882619
-0.03830237,-0.3546774,0.07882619
-0.03601474,-0.3042399,0.08955575
-0.03601474,-0.3042399,0.08955575
-0.03950068,-0.2801442,0.09105504
-0.03950068,-0.2801442,0.09105504
-0.05248784,-0.2137185,0.09329374
-0.05248784,-0.2137185,0.09329374
-0.06481041,-0.1857679,0.09312607
-0.06481041,-0.1857679,0.09312607
-0.06562703,-0.1784229,0.107401
-0.08458205,-0.1551522,0.1043706
-0.1079278,-0.1371246,0.1003724
-0.1351615,-0.1255884,0.09481951
-0.1351615,-0.1255884,0.09481951
-0.1603691,-0.1255327,0.08421096
-0.1933454,-0.1311929,0.08029646
-0.2286914,-0.1455263,0.0753089
-0.2653863,-0.1679057,0.06866795
-0.2653863,-0.1679057,0.06866795
-0.2993289,-0.1885039,0.05589439
-0.3359571,-0.2243847,0.04639727
-0.3359571,-0.2243847,0.04639727
-0.405973,-0.3031506,0.01341581
-0.405973,-0.3031506,0.01341581
-0.4366021,-0.3405923,-0.004703583
-0.4366021,-0.3405923,-0.004703583
-0.4656248,-0.3721149,-0.02517919
-0.4909081,-0.3946548,-0.04512929
-0.5127003,-0.4038518,-0.064454
-0.5316678,-0.40118,-0.08052513
-0.5316678,-0.40118,-0.08052513
-0.5471438,-0.3847964,-0.09339782
